,restaurant,online_order,book_table,rating,votes,cuisines,average_cost,restaurant_type,locality
311,The Pizzeria,Yes,No,2.8,45,"Pizza, Italian, Salad",800.0,Delivery,Banashankari
312,Cafe Zone,Yes,No,3.9,149,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari
313,Ruchis Point,Yes,No,3.8,75,"Fast Food, Chinese",200.0,Delivery,Banashankari
314,Firangi Bake,Yes,No,4.0,53,"Mexican, Italian",600.0,Delivery,Banashankari
315,The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,"North Indian, Chinese",900.0,Delivery,Banashankari
316,Hara Fine Dine,Yes,Yes,4.0,633,"North Indian, Chinese",800.0,Delivery,Banashankari
317,Chocoberry,Yes,No,3.5,56,"Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari
318,Dakshin Grand,Yes,No,3.0,82,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari
319,Sandwichwallas,Yes,No,3.7,35,Fast Food,200.0,Delivery,Banashankari
320,Chai Mane,Yes,No,3.6,20,"Juices, Fast Food",150.0,Delivery,Banashankari
321,SLV Upachar,Yes,No,3.1,14,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari
322,Waffle-A-Go Go,Yes,No,3.9,70,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari
323,Cross Road Cafe,Yes,No,3.9,91,"Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari
324,Anand Donne Biriyani,Yes,No,3.6,45,Biryani,200.0,Delivery,Banashankari
325,Seven Star,Yes,No,3.4,7,"North Indian, Chinese",250.0,Delivery,Banashankari
326,Stop 'N' Joy,Yes,No,3.8,28,Fast Food,150.0,Delivery,Banashankari
327,Sri Yaksha Shiv Sagar,Yes,No,3.6,24,"North Indian, Chinese",600.0,Delivery,Banashankari
328,Fudge,Yes,No,3.8,36,"Desserts, Momos",200.0,Delivery,Banashankari
329,Just Bunny,Yes,No,3.5,11,Fast Food,200.0,Delivery,Banashankari
330,Bakers Town,Yes,No,3.8,77,"Cafe, Continental, Fast Food",650.0,Delivery,Banashankari
331,Shree Mahalakshmi Sweets,Yes,No,3.2,8,"Mithai, Street Food",100.0,Delivery,Banashankari
332,Kaapi Kendra,Yes,No,3.7,14,South Indian,100.0,Delivery,Banashankari
333,Ivy,Yes,No,3.8,210,"North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari
334,The Airos,Yes,No,4.1,130,"Cafe, Italian, Pizza",650.0,Delivery,Banashankari
335,Chai Kraft,Yes,No,4.1,30,"Beverages, Tea",100.0,Delivery,Banashankari
336,Kirthi's Biryani,Yes,No,3.8,144,"Chinese, Cafe, Italian",700.0,Delivery,Banashankari
337,South Point Pub,Yes,No,3.4,11,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari
338,The Trundle,Yes,No,3.7,133,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari
339,The Krishna Grand Xpress,Yes,No,4.0,136,"South Indian, Fast Food",350.0,Delivery,Banashankari
340,Sri Krishna Darshini,Yes,No,3.1,4,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari
341,Shringar Sweets & Snacks,Yes,No,3.5,11,"Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari
342,Udupi Grand,Yes,No,3.8,74,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari
343,Ganesh Grand,Yes,No,3.7,30,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari
344,Shreyas Upahar & Burger Point,Yes,No,3.0,7,"South Indian, Burger",200.0,Delivery,Banashankari
345,Coffee Tindi,Yes,No,3.8,75,"Cafe, South Indian",200.0,Delivery,Banashankari
346,Little Cafe,Yes,No,3.7,54,"Cafe, Beverages",600.0,Delivery,Banashankari
347,Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,"Beverages, Desserts",100.0,Delivery,Banashankari
348,Sri Krishna Sagar,Yes,No,3.2,119,"North Indian, Chinese",400.0,Delivery,Banashankari
349,Mylari Biryani Family Restaurant,Yes,No,3.7,73,"Biryani, Fast Food",400.0,Delivery,Banashankari
350,1980s Games Cafe,Yes,No,3.4,58,"Cafe, Fast Food",400.0,Delivery,Banashankari
351,Kadala Tarangaa,Yes,No,3.6,129,"Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari
352,Namma Biryani,Yes,No,3.6,24,"Biryani, Chinese, North Indian",250.0,Delivery,Banashankari
353,Nandhanu's Rasoi,Yes,No,3.0,175,"Chinese, North Indian",400.0,Delivery,Banashankari
354,Hotel Pork Paradise,Yes,No,3.7,21,South Indian,300.0,Delivery,Banashankari
355,As On Fire,Yes,No,3.5,41,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari
356,J K Fish Land,Yes,No,3.6,35,"Seafood, Mangalorean",300.0,Delivery,Banashankari
357,Curry Leaves,Yes,No,4.1,176,"Andhra, North Indian, Chinese",800.0,Delivery,Banashankari
358,Lassi Shop,Yes,No,3.5,45,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Banashankari
359,Magic Meals,Yes,No,3.7,47,"Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari
360,Desi Cream Junction,Yes,Yes,3.7,36,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari
361,Drunken Monkey,Yes,No,3.8,52,"Beverages, Fast Food",400.0,Delivery,Banashankari
362,Ruchi's Corner,Yes,No,2.7,123,Fast Food,200.0,Delivery,Banashankari
363,Tandoori Bytes,Yes,No,3.6,59,North Indian,700.0,Delivery,Banashankari
364,Bangalore Donne Biriyani,Yes,No,3.2,4,"South Indian, Biryani",300.0,Delivery,Banashankari
365,SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,"Biryani, Fast Food",400.0,Delivery,Banashankari
366,Keventers,Yes,No,3.7,54,"Desserts, Beverages, Ice Cream",400.0,Delivery,Banashankari
368,Navi Food Point,Yes,No,3.6,22,Fast Food,200.0,Delivery,Banashankari
369,Shawarma Inc,Yes,No,3.1,31,"Rolls, Lebanese",250.0,Delivery,Banashankari
370,The Cafe Nuts and Bolts,Yes,No,3.0,29,"Cafe, Fast Food, Chinese",500.0,Delivery,Banashankari
371,AM WOW,Yes,No,3.4,6,Beverages,100.0,Delivery,Banashankari
372,Lalbagh Grand,Yes,No,3.0,22,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari
373,Funjabi Curries,Yes,No,2.9,11,North Indian,500.0,Delivery,Banashankari
374,Eat Repeat,Yes,No,3.9,101,South Indian,150.0,Delivery,Banashankari
375,Salut,Yes,Yes,4.1,442,"Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari
376,Nammura Donne Biriyani,Yes,No,3.5,155,"Biryani, Fast Food",400.0,Delivery,Banashankari
377,Lassi Stop,Yes,No,3.4,12,"Beverages, Fast Food, Juices",150.0,Delivery,Banashankari
378,Dakshin Kitchen,Yes,No,3.6,15,South Indian,100.0,Delivery,Banashankari
379,Sri Sai Cafe,Yes,No,3.5,10,South Indian,200.0,Delivery,Banashankari
380,Sri Sai 99 Variety Dosa,Yes,No,3.8,25,South Indian,300.0,Delivery,Banashankari
381,Utsav Restaurant,Yes,No,3.8,61,"North Indian, Chinese",300.0,Delivery,Banashankari
382,Crunch and Munch,Yes,No,3.7,23,"Chinese, Street Food, Ice Cream",300.0,Delivery,Banashankari
383,Food Geek,Yes,No,3.8,25,"Sandwich, Fast Food, Rolls",350.0,Delivery,Banashankari
384,Sri Krishna Aramane,Yes,No,3.7,40,"South Indian, North Indian, Chinese, Fast Food",200.0,Delivery,Banashankari
385,Great Indian Rolls,Yes,No,3.3,4,Rolls,100.0,Delivery,Banashankari
386,Chats Point,Yes,No,3.4,8,"Fast Food, Street Food",150.0,Delivery,Banashankari
387,Food Point,Yes,No,3.5,32,"North Indian, Chinese",300.0,Delivery,Banashankari
388,Swarga Ruchi,Yes,No,3.3,10,South Indian,200.0,Delivery,Banashankari
389,Kolkata King,Yes,No,3.4,6,"Fast Food, Rolls",300.0,Delivery,Banashankari
390,Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,"Ice Cream, Beverages, Fast Food",250.0,Delivery,Banashankari
391,New Rajadhani Spicy,Yes,No,3.7,67,North Indian,700.0,Delivery,Banashankari
392,Big Mishra Pedha,Yes,No,2.9,23,Mithai,250.0,Delivery,Banashankari
393,VEGeatz,Yes,No,3.4,19,"South Indian, North Indian",200.0,Delivery,Banashankari
394,Foodizo,Yes,No,3.6,24,"Desserts, Fast Food, Continental",300.0,Delivery,Banashankari
395,Food Springs,Yes,No,4.0,232,"South Indian, Chinese",400.0,Delivery,Banashankari
396,Chung's Chinese Corner,Yes,No,3.9,221,Chinese,700.0,Delivery,Banashankari
397,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,"Italian, Fast Food, Salad, BBQ",1200.0,Delivery,Banashankari
398,Goli Vada Pav No. 1,Yes,No,3.7,93,Street Food,200.0,Delivery,Banashankari
399,Ragoo's,Yes,No,3.9,233,"Italian, Pizza, North Indian, Salad",800.0,Delivery,Banashankari
400,Pure & Natural,Yes,No,3.9,211,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,Banashankari
401,Maiyas,Yes,No,4.0,1778,"North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Banashankari
402,Sip n Dine,Yes,No,3.6,218,"North Indian, Chinese, South Indian",800.0,Delivery,Banashankari
403,Cafe Mondo,Yes,No,3.7,514,"Cafe, Italian, Beverages",600.0,Delivery,Banashankari
404,Jalpaan,Yes,Yes,4.0,866,"North Indian, Continental",900.0,Delivery,Banashankari
405,Kataria's Pakwan,Yes,No,3.2,96,North Indian,400.0,Delivery,Banashankari
406,Juicy Momos,Yes,No,3.5,80,"Tibetan, Momos",250.0,Delivery,Banashankari
407,Amande Patisserie,Yes,No,4.0,73,"Bakery, French, Desserts",300.0,Delivery,Banashankari
408,Anand Sweets and Savouries,Yes,No,3.9,84,"Mithai, Street Food",400.0,Delivery,Banashankari
409,Chicken Hunt,Yes,No,3.5,88,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Banashankari
410,Swadesh Tadka,Yes,No,3.5,179,"North Indian, Chinese, Beverages",600.0,Delivery,Banashankari
411,Cane-O-La,Yes,No,3.8,61,Juices,100.0,Delivery,Banashankari
412,New Biryani Mane,Yes,No,3.7,128,"North Indian, Chinese, Biryani, South Indian",450.0,Delivery,Banashankari
413,Upahara Darshini,Yes,No,3.8,339,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari
414,Karnataka Bhel House,Yes,No,4.1,449,Street Food,100.0,Delivery,Banashankari
415,Sreeraj Lassi Bar,Yes,No,4.1,210,Beverages,150.0,Delivery,Banashankari
416,Juice Junction Food Court,Yes,No,3.7,57,"Juices, South Indian, Chinese, Fast Food",200.0,Delivery,Banashankari
417,Bunt's Biriyani Palace,Yes,No,3.0,213,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,Delivery,Banashankari
418,Chai Point,Yes,No,3.2,208,"Tea, Beverages, Fast Food",250.0,Delivery,Banashankari
419,Janahaar,Yes,No,3.8,70,South Indian,100.0,Delivery,Banashankari
420,Redberrys,Yes,No,4.0,219,"Cafe, Italian",600.0,Delivery,Banashankari
421,Utsav,Yes,No,3.7,59,"North Indian, Street Food",200.0,Delivery,Banashankari
422,Meat And Eat,Yes,No,3.1,10,"Fast Food, Burger",500.0,Delivery,Banashankari
423,Snacks Bite,Yes,No,3.0,9,"Fast Food, Momos",400.0,Delivery,Banashankari
424,The Spice Saga,Yes,No,3.7,124,"Biryani, North Indian, Chinese, Seafood",750.0,Delivery,Banashankari
425,Dakshin Cafe,Yes,No,3.7,19,South Indian,100.0,Delivery,Banashankari
427,Kaulige Millet Corner,Yes,No,3.3,4,"Healthy Food, South Indian",150.0,Delivery,Banashankari
428,Ifruit Ice Cream,Yes,No,3.3,4,"Desserts, Ice Cream",150.0,Delivery,Banashankari
429,Havmor,Yes,No,3.8,21,"Ice Cream, Desserts",200.0,Delivery,Banashankari
430,Grand Food,Yes,No,3.4,8,"South Indian, Bakery, Chinese",250.0,Delivery,Banashankari
431,Dining Hut,Yes,No,3.5,10,"North Indian, Chinese, South Indian",400.0,Delivery,Banashankari
433,Desi Swaad,Yes,No,3.5,10,North Indian,400.0,Delivery,Banashankari
434,Yummy Momos,Yes,No,3.2,4,"Momos, Tibetan, Chinese",200.0,Delivery,Banashankari
435,Masale Daan,Yes,No,3.1,4,North Indian,350.0,Delivery,Banashankari
437,Grow Fit,Yes,No,3.6,16,"Healthy Food, North Indian, Thai",500.0,Delivery,Banashankari
441,Sandwich Hub,Yes,No,3.4,12,"Fast Food, Sandwich",300.0,Delivery,Banashankari
443,Udupi Sri Krishna Cafe,Yes,No,3.9,14,"North Indian, South Indian",600.0,Delivery,Banashankari
444,Starlite Bakery & Fastfood,Yes,No,3.7,0,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,Delivery,Banashankari
445,Veganbreak24,Yes,No,2.8,5,"South Indian, Chinese, Continental, Biryani",199.0,Delivery,Banashankari
446,Aadhya Hotel,Yes,No,3.3,5,"South Indian, North Indian, Chinese, Biryani",800.0,Delivery,Banashankari
447,Dodda Mane Baaduta,Yes,No,3.5,15,"North Indian, South Indian, Chinese, Biryani",250.0,Delivery,Banashankari
448,Swadd Kitchen,Yes,No,3.4,4,"North Indian, Fast Food",500.0,Delivery,Banashankari
450,Happy Chopsticks,Yes,No,3.6,17,"Chinese, Fast Food",300.0,Delivery,Banashankari
453,Udupi Upachar,Yes,No,3.3,6,"South Indian, North Indian",500.0,Delivery,Banashankari
454,Davanagere Benne Dose Hut,Yes,No,3.4,10,South Indian,100.0,Delivery,Banashankari
456,Jalsa,Yes,Yes,4.1,775,"North Indian, Mughlai, Chinese",800.0,Delivery,Banashankari
457,Subz,Yes,Yes,4.2,2022,"North Indian, South Indian",1000.0,Delivery,Banashankari
460,Cafe Shuffle,Yes,Yes,4.2,150,"Cafe, Italian, Continental",600.0,Delivery,Banashankari
461,Mint and Mustard,Yes,No,4.0,232,"North Indian, Chinese",750.0,Delivery,Banashankari
462,Chinese Square,Yes,No,3.9,38,Chinese,200.0,Delivery,Banashankari
464,Punjabi Raswada,Yes,Yes,3.5,431,North Indian,800.0,Delivery,Banashankari
465,Vinny's,Yes,Yes,4.2,2115,"Pizza, Italian, Continental, Desserts",800.0,Delivery,Banashankari
466,Chetty's Corner,Yes,No,3.4,30,"Fast Food, Burger, Pizza",200.0,Delivery,Banashankari
467,Kapoor's Cafe,Yes,No,4.2,150,North Indian,800.0,Delivery,Banashankari
468,Donne Biryani & Kabab Corner,Yes,No,3.3,12,"Chinese, Biryani",200.0,Delivery,Banashankari
469,Sukh Sagar,Yes,No,3.8,155,"South Indian, North Indian, Chinese, Street Food",450.0,Delivery,Banashankari
470,S M V Snacks Corner,Yes,No,3.7,33,Fast Food,200.0,Delivery,Banashankari
471,Andhra Ruchulu,Yes,Yes,4.1,666,"Andhra, Biryani, North Indian, Chinese",1000.0,Delivery,Banashankari
473,Steaming Mugs,Yes,No,3.9,240,Cafe,700.0,Delivery,Banashankari
474,San Churro Cafe,Yes,No,3.8,918,"Cafe, Mexican, Italian",800.0,Delivery,Banashankari
475,Rajathadri Food Fort,Yes,No,4.0,465,"South Indian, North Indian, Chinese, Street Food",600.0,Delivery,Banashankari
476,Brew Meister,Yes,Yes,4.1,970,"North Indian, Continental, Finger Food, American, Asian",1500.0,Delivery,Banashankari
477,Rasoi,Yes,No,3.3,128,"North Indian, Chinese",300.0,Delivery,Banashankari
478,Mr. Singh Da Dhaba,Yes,No,3.6,241,"North Indian, Chinese",300.0,Delivery,Banashankari
479,Kababs N Biryani,Yes,No,3.4,22,South Indian,200.0,Delivery,Banashankari
480,Ayodhya Upachar,Yes,No,4.3,734,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari
481,Biriyani Mane,Yes,No,3.8,130,"North Indian, Biryani",400.0,Delivery,Banashankari
482,Cafe Ajfan,Yes,No,4.2,261,"Cafe, Continental, Beverages",700.0,Delivery,Banashankari
483,Brundhavana Food Point,Yes,No,4.0,191,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,Delivery,Banashankari
484,SLV Corner Restaurant,Yes,No,4.1,364,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,Delivery,Banashankari
486,Hotel New Karavali,Yes,No,3.8,133,"Mangalorean, South Indian, North Indian",300.0,Delivery,Banashankari
487,The Krishna Grand,Yes,No,3.9,888,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Delivery,Banashankari
488,360 Atoms Restaurant And Cafe,Yes,No,3.1,13,"Cafe, Chinese, Continental, Italian",400.0,Delivery,Banashankari
489,Roti Ghar,Yes,No,3.9,750,"North Indian, Chinese, South Indian",500.0,Delivery,Banashankari
490,The Coffee Shack,Yes,Yes,4.2,164,"Cafe, Chinese, Continental, Italian",500.0,Delivery,Banashankari
492,Kettle & Kegs,Yes,No,3.2,6,"Tea, Beverages",200.0,Delivery,Banashankari
493,Baisakhi,Yes,No,3.8,527,North Indian,500.0,Delivery,Banashankari
494,Corner House Ice Cream,No,No,4.3,345,"Ice Cream, Desserts",400.0,Desserts,Banashankari
495,Poonam Sweets,No,No,4.4,356,Mithai,150.0,Desserts,Banashankari
496,XO Belgian Waffle,Yes,No,3.7,17,"Desserts, Beverages",400.0,Desserts,Banashankari
497,Old Mumbai Ice Cream,Yes,No,3.9,38,Ice Cream,150.0,Desserts,Banashankari
498,Cake of the Day,No,No,3.7,78,Bakery,150.0,Desserts,Banashankari
499,Amma's Pastries,No,No,3.8,60,Bakery,400.0,Desserts,Banashankari
500,Kanti Sweets,Yes,No,4.0,115,"Mithai, Street Food",400.0,Desserts,Banashankari
501,Sugar Rush,No,No,3.8,39,"Bakery, Desserts",300.0,Desserts,Banashankari
502,Polar Bear,Yes,No,3.9,116,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Desserts,Banashankari
503,San Churro Cafe,Yes,No,3.8,918,"Cafe, Mexican, Italian",800.0,Desserts,Banashankari
504,Anand Sweets and Savouries,No,No,3.7,46,"Mithai, Street Food",400.0,Desserts,Banashankari
505,Ibaco,Yes,No,3.9,41,Desserts,300.0,Desserts,Banashankari
506,Kirthi's Biryani,Yes,No,3.8,144,"Chinese, Cafe, Italian",700.0,Desserts,Banashankari
507,The Lassi and Juice Park,No,No,3.8,28,"Juices, Desserts",150.0,Desserts,Banashankari
508,Stoned Monkey,Yes,No,4.3,860,"Desserts, Ice Cream",500.0,Desserts,Banashankari
509,Parimala Sweets,No,No,3.5,14,"Mithai, Street Food",200.0,Desserts,Banashankari
510,The Big O Bakes,No,No,4.0,66,"Bakery, Desserts",300.0,Desserts,Banashankari
511,Shree Mahalakshmi Sweets,Yes,No,3.2,8,"Mithai, Street Food",100.0,Desserts,Banashankari
512,Keventers,Yes,No,3.7,54,"Desserts, Beverages, Ice Cream",400.0,Desserts,Banashankari
513,Dessert Rose,No,No,3.5,7,Desserts,500.0,Desserts,Banashankari
514,Thanco's Natural Ice Creams,No,No,3.2,9,Ice Cream,300.0,Desserts,Banashankari
515,Corner Stone,No,No,3.6,42,"Beverages, Juices, Desserts, Italian",300.0,Desserts,Banashankari
516,Kaggis,No,No,3.8,64,"Fast Food, Bakery",250.0,Desserts,Banashankari
517,Cocoa Bakes,Yes,No,3.6,14,"Bakery, Desserts",350.0,Desserts,Banashankari
518,Floured-Baked With Love,No,No,3.8,45,Bakery,400.0,Desserts,Banashankari
519,CAFE NOVA,No,No,3.2,11,"Cafe, Bakery",600.0,Desserts,Banashankari
520,Cakes & Slices,No,No,3.5,13,"Bakery, Desserts",300.0,Desserts,Banashankari
521,Arun Ice Cream,No,No,3.4,7,"Ice Cream, Desserts",150.0,Desserts,Banashankari
522,Just Bake,No,No,3.4,8,"Bakery, Desserts",400.0,Desserts,Banashankari
525,Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,"Ice Cream, Desserts",200.0,Desserts,Banashankari
527,Sweet N Swirl,No,No,3.2,17,"Desserts, Ice Cream",150.0,Desserts,Banashankari
532,Sweet Truth,Yes,No,3.9,35,"Bakery, Desserts",500.0,Desserts,Banashankari
533,Waffle-A-Go Go,Yes,No,3.9,70,"Fast Food, Desserts, Ice Cream",400.0,Desserts,Banashankari
535,Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,"Mithai, Street Food, North Indian, Chinese",400.0,Desserts,Banashankari
536,Baskin Robbins,No,No,3.7,25,"Ice Cream, Desserts",250.0,Desserts,Banashankari
537,Redberrys,Yes,No,4.0,219,"Cafe, Italian",600.0,Desserts,Banashankari
538,Amande Patisserie,Yes,No,4.0,73,"Bakery, French, Desserts",300.0,Desserts,Banashankari
539,Srinivasa Brahmins Bakery,No,No,3.6,16,"Bakery, Street Food",150.0,Desserts,Banashankari
540,Jain Bakes,No,No,3.6,8,"Bakery, Desserts",250.0,Desserts,Banashankari
541,Cake Ghar,Yes,No,3.8,15,Bakery,400.0,Desserts,Banashankari
542,KC Das - Sweet Spot,No,No,3.6,46,"Mithai, Street Food",200.0,Desserts,Banashankari
544,Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,"Desserts, Mithai",300.0,Desserts,Banashankari
545,Cake Yard,Yes,No,3.3,9,Desserts,250.0,Desserts,Banashankari
546,Iceberg Icecreams,Yes,No,4.0,43,"Desserts, Ice Cream",250.0,Desserts,Banashankari
547,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,"South Indian, North Indian, Chinese, Street Food",400.0,Desserts,Banashankari
549,Sri Krishna Sweets,Yes,No,3.7,22,"Mithai, Desserts",250.0,Desserts,Banashankari
550,Cake Art,No,No,3.5,15,Bakery,400.0,Desserts,Banashankari
552,Asha Sweets Centre,Yes,No,3.6,27,Fast Food,250.0,Desserts,Banashankari
554,The Krishna Grand,Yes,No,3.9,888,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Dine-out,Banashankari
555,Sea Spice by 7 Star,Yes,Yes,4.0,349,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Dine-out,Banashankari
556,Mini Punjabi Dhaba,Yes,No,4.2,287,North Indian,350.0,Dine-out,Banashankari
557,Onesta,Yes,Yes,4.6,2556,"Pizza, Cafe, Italian",600.0,Dine-out,Banashankari
558,Wamama,Yes,Yes,4.2,354,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800.0,Dine-out,Banashankari
559,Jalsa,Yes,Yes,4.1,775,"North Indian, Mughlai, Chinese",800.0,Dine-out,Banashankari
560,Vinny's,Yes,Yes,4.2,2115,"Pizza, Italian, Continental, Desserts",800.0,Dine-out,Banashankari
561,Jcubez,No,Yes,3.8,977,Finger Food,1300.0,Dine-out,Banashankari
562,Gustoes Beer House,No,No,4.1,868,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200.0,Dine-out,Banashankari
563,Penthouse Cafe,Yes,No,4.0,324,"Cafe, Italian, Continental",700.0,Dine-out,Banashankari
564,Spice Elephant,Yes,No,4.1,787,"Chinese, North Indian, Thai",800.0,Dine-out,Banashankari
565,Smacznego,Yes,No,4.2,504,"Cafe, Mexican, Italian, Momos, Beverages",550.0,Dine-out,Banashankari
566,CafDown The Alley,Yes,No,4.1,402,Cafe,500.0,Dine-out,Banashankari
567,Cafe Shuffle,Yes,Yes,4.2,150,"Cafe, Italian, Continental",600.0,Dine-out,Banashankari
568,The Coffee Shack,Yes,Yes,4.2,164,"Cafe, Chinese, Continental, Italian",500.0,Dine-out,Banashankari
569,Peppy Peppers,No,No,4.2,244,"Italian, North Indian, Mexican",800.0,Dine-out,Banashankari
570,Anna Kuteera,Yes,No,4.0,771,"South Indian, North Indian, Chinese",450.0,Dine-out,Banashankari
571,Szechuan Dragon,Yes,No,4.2,1647,"Chinese, Thai, Momos",600.0,Dine-out,Banashankari
572,1947,No,Yes,4.0,808,"North Indian, Chinese",850.0,Dine-out,Banashankari
573,Caf-Eleven,No,No,4.0,424,"Cafe, Continental",450.0,Dine-out,Banashankari
574,Thamboola,Yes,No,3.9,135,"North Indian, Chinese, Continental",800.0,Dine-out,Banashankari
576,Havyaka Mess,No,No,3.9,28,South Indian,300.0,Dine-out,Banashankari
577,San Churro Cafe,Yes,No,3.8,918,"Cafe, Mexican, Italian",800.0,Dine-out,Banashankari
578,Cafe Vivacity,Yes,No,3.8,90,Cafe,650.0,Dine-out,Banashankari
579,Chung Wah,Yes,No,3.9,519,"Chinese, Momos, Thai, Vietnamese",900.0,Dine-out,Banashankari
580,Vietnamese Kitchen,Yes,No,3.6,105,Vietnamese,700.0,Dine-out,Banashankari
581,Blue Wings Bar & Restaurant,No,No,3.7,43,"North Indian, Chinese",700.0,Dine-out,Banashankari
